sentence,label
어제 엄마 퇴근시간에 맞춰서 저녁상을 차려드렸어. 엄마가 기특해하시면서 맛있다고 칭찬해주셨어.,0
처음으로 아빠 생신 때 미역국을 직접 끓여 드렸어.,0
드디어 길었던 아빠의 투병생활이 끝났어. 아빠가 건강을 회복하게 되어 얼마나 기쁜지 몰라.,0
생일에 엄마가 최신 스마트폰을 사 줬어. 정말 기뻐.,0
나에게도 조카가 생겼어. 정말 기뻐.,0
내가 평소 갖고 싶었던 옷을 언니가 인터넷으로 주문해 줘서 많이 기뻐.,0
아빠한테 치킨을 먹고 싶다고 했더니 곧장 사오셨어. 내 말을 기억해 준 아빠한테 고마워.,0
친구들이랑 제주도 놀러 가는 것을 엄마가 흔쾌해 허락해 주셔서 기뻐.,0
집안일을 했는데 엄마가 용돈을 주셔서 기뻐.,0
오빠가 독립을 해서 내가 이젠  오빠가 쓰던 넓은 방을 쓰기로 했어. 방이 넓어져서 기뻐.,0
고장 난 노트북을 고치는 대신 아빠가 최신형으로 바꿔 주셔서 기뻐.,0
화가가 되고 싶은 나의 꿈을 엄마가 응원한다고 선뜻 말해주셔서 기뻐.,0
이번 시험만 잘 보면 무난하게 일 등급 받을 수 있을 것 같아.,0
지금까지 열심히 공부해서 이번 시험도 충분히 잘 볼 수 있을 것 같아.,0
지금 학교에서 배우는 수학은 아무 문제없이 풀 수 있을 것 같아서 마음이 놓여.,0
진로를 생명과학 분야로 정하고 나니까 과학에 흥미가 더 생겼어.,0
지금까지 본 시험들 모두 일 등급이여서 이번 시험도 일 등급 나올 것 같아. 너무 좋아.,0
미리미리 공부를 해놔서 내일 시험 때문에 밤 새워 공부하지 않아도 될 것 같아.,0
오늘 학교에서 있었던 일은 나중에 천천히 해결해도 될 것 같아.,0
학교에서 가정통신문을 받았는데 부모님께는 천천히 드려도 될 것 같아.,0
나를 괴롭힌 애가 다른 학교로 전학가게 되어서 정말 기뻐.,0
오늘은 마침 담임선생님이 안 계셔서 영희를 마음껏 골탕먹일 수 있었어.,0
친구들이 나를 힘들게 해서 전학을 가게 되었어. 새로운 곳에서는 천천히 친구들을 사귀어보고 싶어.,0
나를 괴롭혀왔던 무리들이 없어져서 이제는 맘 편히 반 친구들과도 어울려보고 싶어졌어.,0
하굣길에 항상 나를 괴롭히던 애들이 있었는데 이번에 다들 벌을 받게 되었어. 이제 안심이 돼.,0
그동안 괴롭힘을 당해 학교 생활이 힘들기만 했는데 가해자들이 전학을 가서 상황이 달라졌어.,0
고 일 때 학교폭력을 당한 후 트라우마가 생겼는데 꾸준히 상담치료를 받아서 이젠 트라우마가 없어진 거 같아.,0
드디어 학교폭력 가해자들이 퇴학당하는 걸로 확정됐어.,0
전에 괴롭힘을 당했는데 이곳에서는 괴롭히는 애들을 안 보니 마음이 편해.,0
시험도 끝났겠다 늦잠 자도 된다고 허락도 받았겠다 이제 실컷 자야지. 정말 행복해.,0
우리 가족 성격은 느긋해서 싸울 일이 없는 것 같아서 좋아.,0
예전엔 몰랐는데 내가 느긋한 건 엄마 아빠를 닮은 것 같아.,0
엄마는 아빠가 가끔 느려서 답답하다지만 난 아빠의 그런 점이 참 좋아.,0
엄마에게 뜨개질로 목도리를 만들어서 선물로 드렸어.,0
동생이 자랑스러운 사람으로 나를 발표했대. 정말 기뻐,0
우리 집은 부유한 편은 아니지만 부모님은 조그마한 것에 감사해야 한다고 말씀하셨어.,0
내 생일이라고 엄마가 용돈으로 십만 원을 주셨어. 기분이 좋아.,0
부모님은 어딜 가든 나를 자랑스럽게 여기셔. 기분이 좋아.,0
나는 아빠와 주말에는 같이 시간을 보내면서 영화를 보거나 맛있는걸 먹으러 가.,0
어제 언니랑 싸웠는데 아침에 언니가 나한테 먼저 사과해줘서 고마웠어.,0
엄마한테 야단을 맞고 집을 나간 동생이 오늘 돌아와서 다행이야.,0
엄마가 부당해고를 당했는데 내가 소송을 걸어서 엄마가 다시 복직하게 되었어.,0
우리 집은 서로 아끼고 사랑하며 지내고 있어.,0
지하철에서 무거운 짐을 들고 가는 할머니를 도와드렸어.,0
아빠가 호주로 출장을 가게 됐는데 나랑 엄마도 같이 가기로 했어. 기분이 좋아.,0
우리 가족 분위기는 화기애애해서 좋아.,0
아빠는 주말마다 맛있는 요리를 해주셔서 너무 좋아.,0
언니와 나는 사이가 좋아서 친구처럼 지내.,0
동생이 내 말을 잘 들어서 같은 방을 쓰지만 싸워 본 적이 없어.,0
엄마는 내가 기분이 좋지 않은 것 같으면 내가 좋아하는 음식으로 나를 풀어줘.,0
내 성적이 좋지 않아도 가족들은 나를 격려해주셔.,0
아빠는 내가 필요한 용돈을 자주 챙겨주셔서 기뻐.,0
화를 내더라도 엄마 아빠는 절대 나에게 폭력을 쓰지 않으셔.,0
공부 시간이 끝나면 엄마는 내가 충분한 휴식을 할 수 있게 해주셔서 좋아.,0
밖에 있다가 집에만 오면 마음이 편안해지고 기뻐.,0
친구보다 가족과 함께 있는 시간이 더 좋고 신뢰가 가.,0
우리 가족은 언제나 나를 믿어줘서 기뻐.,0
학교에서 친구들과 오해가 생겼는데 가족들이 함께 해결해주려 해서 힘이 나고 기뻐.,0
내가 직업 선택으로 방황할 때마다 가족들은 날 응원해주고 지켜봐 줘서 정말 기뻐.,0
성적 때문에 힘들 때 엄마가 고민 상담을 해 주셔서 기뻐.,0
수능 성적이 안 좋아서 심란했는데 아빠가 위로해주셔서 기뻤어.,0
유학 간다고 부모님께 말씀 드렸는데 조금 더 생각해보라며 침착하게 반응해주셔서 기뻤어.,0
엄마가 아끼는 화분을 깼는데도 엄마가 용서해주셔서 정말 기뻤어.,0
실수로 언니 얼굴에 상처를 냈지만 언니가 화를 내지 않아서 기뻤어.,0
방에서 울고 있는데 아빠가 들어와 다정하게 달래주셔서 기뻤어.,0
여행 계획을 짜는데 우리 가족 모두가 내 말을 수용해주니 정말 기뻐.,0
친구들이 나를 좋아하지 않는 것 같아서 학교에서 쓸쓸할 때가 있어. 그래도 나에게는 가족들이 있어서 다행이야.,0
나를 따돌린 친구들이 퇴학 처리 될 거래. 속이 후련해.,0
나를 따돌린 아이들을 경찰에 학교폭력으로 신고했어. 가해자들을 조사해서 처벌하겠대서 안심이 돼.,0
내가 우리 반에서는 따돌림을 당하지만 옆 반에 친구가 있어서 다행이야. 그 애는 항상 나를 챙겨줘.,0
나를 따돌리는 애들이 우리 반에 못 오게 선생님이 막아주시겠대. 마음이 놓여.,0
내가 맞는 걸 친구가 봐서 학교폭력위원회에서 증언해주겠대. 친구가 있어서 든든해.,0
요즘 학교 폭력으로 힘들었는데 학교에서 가해자들을 전학시켜준대. 다행이야.,0
선생님이 내 얘기를 듣고 학교폭력을 이겨낼 수 있도록 도와주신대서 행복해.,0
친구들이 나를 따돌려서 힘들었는데 가족들은 내가 이길 수 있다고 믿어줘서 든든해.,0
아빠가 새로 산 차로 드라이브를 하러 가자고 하셨어.,0
언니가 남자 친구가 생겼다고 말해줘서 기분이 좋아.,0
엄마와 아빠의 사이가 좋아졌어. 평소에 자주 싸우셨는데.,0
학교 시험을 정말 잘 봤어! 빨리 가족들한테 알려주고 싶어.,0
친척들과 다 같이 바비큐 파티를 했어.,0
가족끼리 여행휴가 가기로 했어. 정말 신나.,0
